Mine ID,Mine Name,Mine Name AKAs,GEM Wiki Page (ENG),GEM Wiki Page (Non-ENG),Status,Status Detail,Project Type,Project Phase,Operators,Owners,Production or Capacity Data,"Coal Output (Annual, Mt)","Coal Ouput (Annual, Mst)",Mine Type,Mining Method,Mine Size (Km2),Mine Depth (m),Depth Accuracy,Coal Type,Coal Grade,Worforce Size,Reserves Total (Proven & Probable),Proven Reserve,Probable Reserve,Resource (Measured),Resource (Indicated),Resource (Measure + Indicated),"Resource (Total - Inferred, Indicated, Measured)",Reserve to Production Ratio (R/P),Coalfield,Location,County,"Prefecture, District","State, Province",Country,Region,Latitude,Longitude,Location Accuracy,"Primary Consumer, Destination","Coal Plant, Steel Plant, Terminal","Coal Plant, Steel Plant, Terminal GEM Wiki",Opening Year,Reported Life of Mine (Remaining)
M0807,Kharanorsky Coal Mine,Харанорский,https://www.gem.wiki/Kharanorsky_coal_mine,,Operating,,,,JSC SUEK,Siberian Coal Energy Company (SUEK),Production,4,,Surface,Open Pit,,50,Estimate,Lignite,Thermal,,311,-,-,-,-,-,-,78,,Sherlovaya Gora,,Borzinskiy,Zabaykalsky,Russia,Eurasia,50.565358,116.401863,Exact,,,,1970,
M0558,Khottadih Coal Mine,,https://www.gem.wiki/Khottadih_coal_mine,,Operating,,,,Eastern Coalfieds Limited (ECL),Coal India,Production,1.2,,Surface,Open Pit,,50,Estimate,Subbituminous,Thermal,,-,-,-,-,-,-,-,,Paschim Bardhaman,,,,West Bengal,India,South Asia,23.725456,87.238525,Exact,,,,,
M0731,Khushuut Coal Mine,,https://www.gem.wiki/Khushuut_mine,,Operating,,,,Leighton Asia,Mongolia Energy Corporation,Production,3,,Surface,Open Pit,,59,Estimate,Bituminous,,,460,-,-,-,-,-,-,153,,,,,,Mongolia,East Asia,46.807231,93.309621,Exact,,,,,
M0908,Khutala Coal Mine,,https://www.gem.wiki/Khutala_mine,,Operating,,,,South Africa Energy Coal (SAEC),"South32 (92%), Broad-Based Black Economic Empowerment (8%)",Production,7,,Underground & Surface,Mixed,,130,Exact,Bituminous,Thermal,,31,-,-,-,-,-,-,4,Witbank,Ogies,Emalahleni,Nkangala,Mpumalanga,South Africa,Africa & Middle East,-26.124001,29.003424,Exact,Coal Plant,Kendal Power Station,https://www.gem.wiki/Kendal_Power_Station,1984,9
M0909,Khwezela Coal Mine,"Landau, Kleinkopje",https://www.gem.wiki/Khwezela_coal_mine,,Operating,,,,Anglo American,Anglo American,Production,6,,Surface,Open Pit,,59,Estimate,Bituminous,Thermal,,29,-,-,-,-,-,-,5,Witbank,,Emalahleni,Nkangala,Mpumalanga,South Africa,Africa & Middle East,-25.926243,29.155635,Exact,,,,2016,30
M1335,Kiepersol Colliery,,https://www.gem.wiki/Kiepersol_coal_mine,,Operating,,,,Jindal Mining South Africa (Pty) Ltd,OP Jindal Group,Production,1.2,,Underground,Bord and Pillar,,80,Estimate,Anthracite,Met,800,-,-,-,-,22,22,46,,,,Mkhondo,Gert Sibande,Mpumalanga,South Africa,Africa & Middle East,-27.14095155,30.5535983,Exact,Terminal (Export),Richards Bay Coal Terminal,https://www.gem.wiki/Richards_Bay_Coal_Terminal,2008,
M0969,Kinik Coal Mine,,https://www.gem.wiki/Kinik_coal_mine,,Proposed,Construction,New,,Polyak Enez,Fina Energy Holding,Production,5,,Underground,,,446,Estimate,Lignite,Thermal,,250,250,-,-,-,-,-,50,Kınık,Kinik,,,Izmir,Turkey,Europe (non-EU),39.085627,27.335387,Approximate,Coal Plant,Kinik Power Station,https://www.gem.wiki/Kınık_power_station,,40
M0677,Kintap Coal Mine,,https://www.gem.wiki/Kintap_coal_mine,,Operating,,,,Arutmin Indonesia,Bumi Resources,Production,8.2,,Surface,Open Pit,,50,Estimate,Subbituminous,Thermal,,203,-,-,-,-,-,-,25,Barito,,,Tanah Bumbu,South Kalimantan,Indonesia,South East Asia,-3.86281,115.186712,Exact,Terminal (Export),North Pulau Laut Coal Terminal,https://www.gem.wiki/North_Pulau_Laut_Coal_Terminal,2011,
M0808,Kirbinskiy Coal Mine,Kирбинский,https://www.gem.wiki/Kirbinskiy_coal_mine,,Operating,,,,,Russian Coal,Production,4,,Surface,Open Pit,,50,Estimate,Subbituminous,Thermal,,350,-,-,-,-,-,-,88,,Kirba,,Altaysky,Khakassia,Russia,Eurasia,53.2786,91.2248,Approximate,,,,2018,
M0809,Kirova Coal Mine,Kirov,https://www.gem.wiki/Kirova_Coal_Mine,,Operating,,,,JSC SUEK,Siberian Coal Energy Company (SUEK),Production,3,,Underground,Longwall,,448,Estimate,Bituminous,Thermal,,587,-,-,-,-,-,-,196,,Leninsk-Kuznetsky,,Leninsk-Kuznetsky,Kemerovo,Russia,Eurasia,54.652327,86.152629,Exact,,,,,
M1348,Kiselevsky Coal Mine,Киселевский,https://www.gem.wiki/Kiselevsky_coal_mine,,Operating,,,,Kiselevsky open pit LLC,Chelyabinsk YuGC Group via MelTEK,Production,2.5,,Surface,Open Pit,,59,Estimate,Bituminous,Thermal,,40,-,-,-,-,-,-,16,,Kiselyovsk,,Kiselyovsk Urban,Kemerovo,Russia,Eurasia,54.03153566,86.64392235,Exact,,,,,
M0810,Kiyzassky Coal Mine,"Кийзасский, Urelgolsky 5-6",https://www.gem.wiki/Kiyzassky_coal_mine,,Operating,,,,,"SibAnthracite Group (50%), Vostok Coal (50%)",Production,9.3,,Surface,Open Pit,,59,Estimate,Bituminous,Thermal & Met,,202,82,-,-,-,-,-,22,,Myski,,,Kemerovo,Russia,Eurasia,53.570833,87.6675,Exact,,,,2012,
M0910,Klipspruit Coal Mine,"Bankfontein, Weltevreden, KPSX",https://www.gem.wiki/Klipspruit_mine,,Operating,,,,South Africa Energy Coal (SAEC),"South32 (50%), Broad-Based Black Economic Empowerment Consortium (50%)",Production,8,,Underground & Surface,Mixed,2.60,59,Estimate,Bituminous,Thermal,740,186,-,-,-,-,-,-,23,Witbank,Ogies,Emalahleni,Nkangala,Mpumalanga,South Africa,Africa & Middle East,-25.991333,29.061537,Exact,,,,2019,26
M1261,Knurów-Szczygłowice Coal Mine,,https://www.gem.wiki/JSW_coal_mines,,Operating,,,,Jastrzębska Spółka Węglowa S.A. (JSW) SA,JSW Group,Production,5.475,,Underground,,,705,Estimate,Bituminous,Met,,345.7,-,-,-,-,-,1256.5,63,Upper Silesia,,,,Silesian Voivodeship,Poland,Europe (EU-27),50.221919,18.6721,Exact,,,,,57
M0559,KOCP Kuya Coal Mine,Cluster 8,https://www.gem.wiki/Cluster_No._8_(BCCL),,Operating,,,,Bharat Coking Coal Limited (BCCL),Coal India,Production,1.9,,Underground,,,300,Estimate,Subbituminous,Thermal,,72.266,-,-,-,-,-,-,38,Dhanbad,,,,Jharkhand,India,South Asia,23.7363,86.4498,Exact,,,,,
M0059,Kogan Creek,"Kogan, Brigalow",https://www.gem.wiki/Kogan_Creek_mine,,Operating,,,,CS Energy,CS Energy,Production,2.8,,Surface,Open Pit,,50,Estimate,Subbituminous,Thermal,80,310,-,-,-,-,-,400,111,Surat Basin,Chinchilla,,,Queensland,Australia,Australia & NZ,-26.9384276,150.7743816,Exact,,,,2007,11
M0859,Koksovy Kiselyovsk Coal Mine,"Uchastok Koksovy, Участок Коксовый (Киселёвск)",https://www.gem.wiki/Koksovy_Kiselyovsk_Coal_Mine,,Operating,,,,Industrial Metallurgical Holding-Coal (IMH-Coal),Industrial Metallurgical Holding,Production,1,,Surface,Open Pit,,59,Estimate,Bituminous,Met,,7,-,-,-,-,-,60,7,,Kiselyovsk,,Kiselyovsk Urban,Kemerovo,Russia,Eurasia,53.99556,86.662388,Exact,,,,1932,
M0883,Kolubara Mine Complex,Field E,https://www.gem.wiki/Kolubara_Mine_Complex,,Proposed,Announced,Expansion,,RB Kolubara,Elektroprivreda Srbije (EPS),Capacity,12,,Surface,Open Pit,,100,Estimate,Lignite,Thermal,,400,-,-,-,-,-,-,33,Kolubara,Kalenic,,,,Serbia,Europe (non-EU),44.482913,20.244569,Exact,Coal Plant,Kolubara B Power Station,https://www.gem.wiki/Kolubara_B_Power_Station,TBD,
M0883,Kolubara Mine Complex,"Field B/C, Field D,Field G, Tamnava-West Field, Radljevo",https://www.gem.wiki/Kolubara_Mine_Complex,,Operating,,,,RB Kolubara,Elektroprivreda Srbije (EPS),Production,30,,Surface,Open Pit,100,100,Exact,Lignite,Thermal,10169,2100,-,-,-,-,-,-,70,Kolubara,Kalenic,,,,Serbia,Europe (non-EU),44.482913,20.244569,Exact,Coal Plant,Kolubara TPP Power Station,https://www.gem.wiki/Kolubara_B_Power_Station,,
M0811,Kolyvansky Coal Mine,Колыванский,https://www.gem.wiki/Kolyvansky_coal_mine#Background,,Operating,,,,,SibAnthracite Group,Production,8,,Surface,Open Pit,4.60,59,Estimate,Bituminous,Met,,-,-,-,-,-,-,-,,Horlivka,,,Iskitimsky,Novosibirsk,Russia,Eurasia,54.679167,83.624722,Exact,,,,2005,
M0811,Kolyvansky Coal Mine,Колыванский,https://www.gem.wiki/Kolyvansky_coal_mine,,Proposed,Permitted,Expansion,,,SibAnthracite Group,Capacity,2.5,,Surface,Open Pit,4.60,59,Estimate,Bituminous,Met,,133,-,-,-,-,-,-,53,Horlivka,Novosibirsk,,Iskitimsky,Novosibirsk,Russia,Eurasia,54.679167,83.624722,Exact,,,,TBD,
M1380,Komsomolets Coal Mine,Комсомолец,https://www.gem.wiki/Komsomolets_coal_mine,,Operating,,,,JSC SUEK,Siberian Coal Energy Company (SUEK),Production,2.5,,Underground,Longwall,,448,Estimate,Bituminous,Thermal & Met,,125,-,-,-,-,-,-,50,,Leninsk-Kuznetsky,,Leninsk-Kuznetsky Urban,Kemerovo,Russia,Eurasia,54.64103071,86.20165903,Exact,Terminal (Export),,,,
M1284,Komsomolets Dombassa Coal Mine,,https://www.gem.wiki/Komsomolets_Donbassa_Coal_Mine,,Operating,,,,DTEK Mine Komsomolets Donbassa,DTEK Group,Production,4.5,,Underground,,,730,Estimate,Bituminous,,,158,-,-,-,-,-,-,35,,Kirovske (Khrestivka),,Shakhtyorsky,Donestk,Ukraine,Europe (non-EU),48.147547,38.400791,Exact,,,,1980,
M0560,Konar Coal Mine,Bokaro & Kargali Area,https://www.gem.wiki/Bokaro_and_Kargali_coal_mines,,Operating,,,,Central Coalfields Limited (CCL),Coal India,Production,3.5,,Surface,Open Pit,3.1,50,Estimate,Bituminous,Thermal & Met,,88.23,-,-,-,-,-,-,25,East Bokaro,,,Bokaro,Jharkhand,India,South Asia,24.155314,86.303182,Exact,,,,2014,
M0560,Konar Coal Mine,Bokaro & Kargali Area,https://www.gem.wiki/Bokaro_and_Kargali_coal_mines,,Proposed,Permitted,Expansion,,Central Coalfields Limited (CCL),Coal India,Capacity,15,,Surface,Open Pit,7.20,59,Estimate,Bituminous,Thermal & Met,,88,-,-,-,-,-,-,6,East Bokaro,,,Bokaro,Jharkhand,India,South Asia,24.155314,86.303182,Exact,,,,TBD,
M0757,Konin Coal Mine,"KWB Konin (Jóźwin IIB, Drzewce and Tomisławice)",https://www.gem.wiki/Konin_coal_mines,,Operating,,,,PAK KWB Konin SA,ZespoŁ Elektrowni Patnow-Adamow-Konin (ZE PAK Group),Production,6.8,,Surface,Open Pit,14,50,Estimate,Lignite,Thermal,,134,-,-,-,-,-,-,20,Adamów-Konin,,,,Greater Poland,Poland,Europe (EU-27),52.416547,18.162768,Exact,Coal Plant,Patnow Power Station,https://www.gem.wiki/Patnow_power_station,1945,10
M0911,Koornfontein Coal Mine,"KCM, Blinkpan",https://www.gem.wiki/Koornfontein_coal_mine,,Proposed,Construction,Recommission,,Black Royalty Minerals,Makole Group,Capacity,3.7,,Underground & Surface,Mixed,,80,Estimate,Bituminous,Thermal,2000,-,-,-,-,-,-,-,,Witbank,Witbank,eMalahleni,Nkangala,Mpumalanga,South Africa,Africa & Middle East,-26.0999993,29.4245782,Approximate,,,,1991,
M0912,Koppie Coal Mine,,https://www.gem.wiki/Koppie_coal_mine,,Proposed,Pre-Permit,New,,Canyon Coal,Canyon Coal,Capacity,1.8,,Underground,,,80,Estimate,Bituminous,,,-,-,-,-,-,-,-,,Highveld,Bethal,Govan Mbeki,Gert Sibande,Mpumalanga,South Africa,Africa & Middle East,-26.34233,29.509051,Exact,,,,TBD,20
M1444,Kopuku,Maramarua,https://www.gem.wiki/Kopako_mine,,Operating,,,,BT Mining,Bathurst Resources Ltd. / Talleys,Production,0,,Surface,Open Pit,,50,Estimate,Subbituminous,Thermal,60,1.8,-,-,-,-,-,-,,,Kopuku,,,Waikato,New Zealand,Australia & NZ,-37.280917,175.200942,Exact,Steel Plant,Glenn Brook Steel Mill,,1948,10
M1035,Kosse Coal Mine,,https://www.gem.wiki/Kosse_coal_mine,,Operating,,,,Luminant Mining,Vistra Energy,Production,8.62,9.5,Surface,Strip,,75,Estimate,Lignite,Thermal,340,-,-,-,-,-,-,-,,Texas Region,Kosse,"Robertson, Limestone",,Texas,United States,US & Canada,31.3038,-96.46265,Exact,,,,1980,
M1434,Kostenko Coal Mine,Костенко,https://www.gem.wiki/Kostenko_coal_mine,,Operating,,,,ArcelorMittal Temirtau JSC,ArcelorMittal,Production,2.5,,Underground,,,500,Estimate,Bituminous,,,-,-,-,-,-,-,-,,Karaganda,Karaganda,,Karaganda Urban,Karaganda,Kazakhstan,Eurasia,49.859567,73.113928,Exact,,,,1942,
M1343,Kostromovskaya Coal Mine,Костромовская,https://www.gem.wiki/Kostromovskaya_coal_mine,,Operating,,,,LLC MMK Ugol,Magnitogorsk Iron & Steel Works (MMK),Production,2.7,,Underground,Longwall,,448,Estimate,Bituminous,Met,,-,-,-,-,-,-,-,,,Novogorodets,,Leninsk-Kuznetsky,Kemerovo,Russia,Eurasia,54.599044,86.058569,Exact,Steel Plant,,,2008,
M0271,Kouzi East Coal Mine,中煤新集能源股份有限公司口孜东矿,https://www.gem.wiki/Kouzi_East_Coal_Mine,https://www.gem.wiki/%E4%B8%AD%E7%85%A4%E6%96%B0%E9%9B%86%E8%83%BD%E6%BA%90%E8%82%A1%E4%BB%BD%E6%9C%89%E9%99%90%E5%85%AC%E5%8F%B8%E5%8F%A3%E5%AD%9C%E4%B8%9C%E7%9F%BF,Operating,,,,China Coal Xinji Energy,"China Coal (30%), Guohua Energy Company (7%), Anhui Xinji Coal and Electricity Group (7%) China COSCO Shipping (56%)",Capacity,5,,Underground,,33.60,490,Estimate,Bituminous,Thermal & Met,,382,-,-,-,-,-,-,76,Huai Nan coal field,,Yingdong District,Fuyang,Anhui,China,East Asia,32.833342,116.162687,Exact,,,,2014,60
M0561,Koyagudem Coal Mines,,https://www.gem.wiki/Koyagudem_coal_mine,,Operating,,,,Singareni Collieries Company Limited (SCCL),Coal India,Production,3.5,,Surface,Open Pit,,50,Estimate,Subbituminous,Thermal,,111.98,-,-,-,-,-,146.81,32,Bhadradri Kothagudem,,,,Telangana,India,South Asia,17.6258,80.4845,Exact,,,,,
M0970,Kozlu Coal Mine,,https://www.gem.wiki/Kozlu_coal_mine,,Operating,,,,Kozlu Taşkömürü Işletme Müessesesi,TTK,Production,0.15,,Underground,,,494,Estimate,Bituminous,,,153,65,88,-,-,-,48,1020,Zonguldak,Kozlu,,,Zonguldak,Turkey,Europe (non-EU),41.432342,31.75826,Exact,,,,1926,
M0678,KPC Operation Coal Mine,"Bengalon, Sangatta",https://www.gem.wiki/Bengalon_coal_mine,,Operating,,,,Kaltim Prima Coal o,Bumi Resources,Production,60.93,,Surface,Open Pit,909,59,Estimate,Bituminous,Thermal & Met,,1160,-,-,-,-,-,9268,19,Kutai,,Kutai Timur,East Kutai,East Kalimantan,Indonesia,South East Asia,0.823979,117.599032,Exact,Terminal (Export),Tanjung Bara Coal Terminal,https://www.gem.wiki/Tanjung_Bara_Coal_Terminal,1982,
M0913,Kranspan Coal Project,,https://www.gem.wiki/Kranspan_coal_project,,Proposed,Pre-Permit,New,,Ilima Coal Company,Ilima Coal Company,Capacity,2.16,,Underground & Surface,Mixed,,50,Estimate,Subbituminous,Thermal,,25,-,-,-,-,-,-,11,Ermelo,Carolina,Albert Luthuli,Gert Sibande,Mpumalanga,South Africa,Africa & Middle East,-26.166422,30.015778,Exact,,,,TBD,12
M0812,Krasnobrodsky Coal Mine,,https://www.gem.wiki/Krasnobrodsky_coal_mine,,Operating,,,,Kuzbassrazrezugol,Ural Mining Metallurgical Company,Production,7.7,,Surface,Open Pit,,59,Estimate,Bituminous,Thermal & Met,,300,-,-,-,-,-,-,39,,Krasnobrodsky,,,Kemerovo,Russia,Eurasia,54.143885,86.50038,Exact,,,,,
M1340,Krasnobrodsky Yuzhniy,Краснобродский Южный,https://www.gem.wiki/Krasnobrodsky-Yuzhniy_coal_mine,,Operating,,,,Krasnobrodsky Yuzhny,Krasnobrodsky Yuzhny,Production,1,,Surface,Open Pit,,59,Estimate,Bituminous,Met,422,-,-,-,-,-,-,-,,,Krasnobrodsky,,Prokopyevsky,Kemerovo,Russia,Eurasia,54.165248,86.489697,Exact,,,,2011,
M0813,Krasnogorsk Coal Mine,Красногорский,https://www.gem.wiki/Krasnogorsk_coal_mine,,Operating,,,,Southern Kuzbass Coal,Mechel,Production,4.2,,Surface,Open Pit,22.4,59,Estimate,Anthracite,Thermal,,191,-,-,-,-,-,-,45,,Kazas,,Novokuznetsky,Kemerovo,Russia,Eurasia,53.634145,87.972316,Exact,,,,1954,35
M0982,Krasnolymanska Coal Mine,,https://www.gem.wiki/Krasnolymanska_coal_mine,,Operating,,,,"JSC ""Krasnolimanskaya Mine""",State Owned (Ukraine),Production,2,,Underground,,,730,Estimate,Bituminous,Met,,65.4,-,-,-,-,-,-,33,,Rodynske,,Pokrovsk,Donetsk,Ukraine,Europe (non-EU),48.3626163,37.2417432,Exact,,,,,
M0126,Kreka Coal Mine,Dubrave,https://www.gem.wiki/Kreka_coal_mine,,Operating,,,,Elektroprivreda BiH,Elektroprivreda BiH,Production,2.7,,Underground,,,494,Estimate,Lignite,Thermal,,456.008,-,-,-,-,-,743.954,169,Tuzla Basin,,,,,Bosnia-Herzegovina,Europe (non-EU),44.52,18.606111,Approximate,,,,,
M0914,Kriel Coal Mine,,https://www.gem.wiki/Kriel_colliery,,Operating,,,,Seriti,Seriti,Production,5,,Underground & Surface,Mixed,,50,Exact,Bituminous,Thermal,1000,-,-,-,-,-,-,-,,Highveld,,Emalahleni,Nkangala,Mpumalanga,South Africa,Africa & Middle East,-26.2290997,29.1534082,Exact,Coal Plant,Kriel Power Station,https://www.gem.wiki/Kriel_Power_Station,1975,9
M0562,Krishnashila Coal Mine,,https://www.gem.wiki/Krishnashila_coal_mine,,Operating,,,,Northern Coalfields Limited (NCL),Coal India,Production,7,,Surface,Open Pit,8.51,50,Estimate,Lignite,Thermal,634,73,-,-,-,-,-,-,10,Singrauli,,,Sonbhadra,Uttar Pradesh,India,South Asia,24.12435195,82.74250031,Exact,,,,2007,
M0563,Kulda Coal Mine,,https://www.gem.wiki/Kulda_coal_mine,,Proposed,Pre-Permit,Expansion,,Mahanadi Coalfields Limited (MCL),Coal India,Capacity,5,,Surface,Open Pit,9,50,Estimate,Lignite,Thermal,91,-,-,-,-,-,-,-,,Ib Valley,,,Sundergarh,Odisha,India,South Asia,22.033526,83.734846,Exact,,,,TBD,
M0563,Kulda Coal Mine,,https://www.gem.wiki/Kulda_coal_mine,,Operating,,,,Mahanadi Coalfields Limited (MCL),Coal India,Production,13.627,,Surface,Open Pit,9,50,Estimate,Lignite,Thermal,816,132,-,-,-,-,-,439,10,Ib Valley,,,Sundergarh,Odisha,India,South Asia,22.033526,83.734846,Exact,,,,,
M0814,Kuprinsky Coal Mine,Купринский,https://www.gem.wiki/Kuprinsky_coal_mine,,Operating,,,,SDS UGOL,Siberian Business Union-Coal,Production,1.3,,Surface,Open Pit,,50,Estimate,Subbituminous,Thermal,,-,-,-,-,-,-,-,,Krasnoyarka,Kotino,,Prokopyevsky,Kemerovo,Russia,Eurasia,54.244767,86.876621,Exact,,,,1964,
M0815,Kusheyakovsky Novy Coal Mine,Кушеяковский Новый,https://www.gem.wiki/Kusheyakovsky_Novy_coal_mine,,Proposed,Permitted,New,,Energia-NK,MelTEK,Capacity,2,,Surface,Open Pit,,59,Estimate,Bituminous,,,58,-,-,-,-,-,-,29,Kusheyakovsky,Chistaya Griva,,,Kemerovo,Russia,Eurasia,53.987789,87.594337,Exact,,,,2041,
M1465,Kushiro Coal Mine,,https://www.gem.wiki/Kushiro_coal_mine,,Operating,,,,Kushiro Coal Mine Company,Kushiro Coal Mine Company,Production,0.4,,Underground,,,494,Estimate,Subbituminous,Thermal,,-,-,-,-,-,-,-,,,Kushiro,,,Hokkaido,Japan,East Asia,42.957402,144.425538,Exact,,,,,
M0564,Kusmunda Coal Mine,,https://www.gem.wiki/Kusmunda_coal_mine,,Operating,,,,South Eastern Coalfields Limited (SECL),Coal India,Production,42.33,,Surface,Open Pit,16,50,Estimate,Lignite,Thermal,,957,-,-,-,-,-,1105,23,Korba,,,Korba,Chhattisgarh,India,South Asia,22.332635,82.666666,Exact,,,,1986,24
M1437,Kuzembaev Coal Mine,Кузембаева,https://www.gem.wiki/Kuzembaev_coal_mine,,Operating,,,,ArcelorMittal Temirtau JSC,ArcelorMittal,Production,1.6,,Underground,,,500,Estimate,Bituminous,,,-,-,-,-,-,-,-,,Karaganda,Aktas,,Bukhar-Zhyrau,Karaganda,Kazakhstan,Eurasia,49.805879,72.966106,Exact,,,,1959,
M0758,KWK Murcki-Staszic Coal Mine,,https://www.gem.wiki/Murcki-Staszic_coal_mines,,Operating,,,,KWK Murcki-Staszic Branch,Polska Grupa Górnicza (PGG),Production,8.3,,Underground,Longwall,,700,Exact,Subbituminous,Thermal,,344,-,-,-,-,-,-,41,Upper Silesia,,,,Lesser Poland,Poland,Europe (EU-27),50.2245705,19.0489841,Exact,,,,2010,40
M0759,KWK Piast-Ziemowit Coal Mine,"Piast, Ziemowit",https://www.gem.wiki/Piast-Ziemowit_coal_mines,,Operating,,,,KWK Piast-Ziemowit Branch,Polska Grupa Górnicza (PGG),Production,12.9,,Underground,Longwall,,600,Exact,Bituminous,Thermal,8261,133,-,-,-,-,-,-,10,Upper Silesia,,,,Silesian,Poland,Europe (EU-27),50.0804724,19.1614253,Exact,,,,,20
M0760,KWK Row Coal Mine,"Jankowice, Marcel, Chwałowice, Rydułtowy",https://www.gem.wiki/ROW_coal_mines,,Operating,,,,KWK ROW Branch,Polska Grupa Górnicza (PGG),Production,14.97,,Underground,Longwall,,830,Exact,Subbituminous,Thermal,11778,80,-,-,-,-,-,-,5,Upper Silesia,,,,Śląskie,Poland,Europe (EU-27),50.0455279,18.5884194,Exact,,,,1903,20
M0761,KWK Ruda Coal Mine,"Bielszowice, Halemba-Wirek, Pokój",https://www.gem.wiki/Ruda_coal_mines,,Operating,,,,KWK Ruda Branch,Polska Grupa Górnicza (PGG),Production,4.3,,Underground,Longwall,,1100,Exact,Subbituminous,Thermal,6129,284,-,-,-,-,-,-,66,Upper Silesia,,,,Silesian,Poland,Europe (EU-27),50.2681611,18.8360177,Exact,,,,,
M1291,Kyrgayskaya Coal Mine,"Taldinskoe-Kyrgaiskoe, Кыргайская",https://www.gem.wiki/Kyrgayskaya_coal_mine,,Operating,,,,Shahtoupravlenie «Taldinskoe-Kyrgaiskoe,Taldinskaya mining company,Production,3,,Surface,Open Pit,,59,Estimate,Bituminous,Thermal,,500,251,-,-,-,-,-,167,,Bolshaya Talda,,Prokopyevsky,Kemerevo,Russia,Eurasia,54.116377,87.043047,Exact,,,,1982,
M1370,Kyzyl-Bulak Coal Mine,Кызыл-Булак,https://www.gem.wiki/Kyzyl-Bulak_coal_mine,,Operating,,,,Parity Coal LLC,,Production,0.479,,Surface,Open Pit,,50,Estimate,Subbituminous,Thermal,,3.71,-,-,-,-,-,-,8,,Kyzyl-Bulak,,Aravan district,Osh,Kyrgyzstan,Eurasia,40.22670516,72.2766449,Approximate,,,,1994,
M0060,Lake Vermont Coal Mine,Meadowbrook Project,https://www.gem.wiki/Lake_Vermont_Coal_Project,,Proposed,Pre-Permit,Expansion,,Jellinbah Group,"Jellinbah (70%), Marubeni Coal (10%), Sojitz Coal (10%), AMCI (10%)",Capacity,4,,Underground,Mixed,,500,Estimate,Bituminous,Met,350,-,-,-,-,-,-,-,,Bowen,Dysart,,,Queensland,Australia,Australia & NZ,-22.3894938,148.3769527,Approximate,Terminal (Export),Dalrymple Bay Coal Terminal,https://www.gem.wiki/Dalrymple_Bay_Coal_Terminal,2024,
M0060,Lake Vermont Coal Mine,,https://www.gem.wiki/Lake_Vermont_coal_mine,,Operating,,,,Jellinbah Group,"Jellinbah (70%), Marubeni Coal (10%), Sojitz Coal (10%), AMCI (10%)",Production,8,,Surface,Open Pit,8.20,30,Exact,Bituminous,Thermal & Met,,184,-,-,-,-,-,-,23,Bowen,Dysart,,,Queensland,Australia,Australia & NZ,-22.4611726,148.4056045,Exact,Terminal (Export),Port of Gladstone,https://www.gem.wiki/Port_of_Gladstone,2009,
M0566,Lakhanpur Coal Mine,,https://www.gem.wiki/Lakhanpur_coal_mine,,Operating,,,,Mahanadi Coalfields Limited (MCL),Coal India,Production,21,,Surface,Open Pit,,50,Estimate,Lignite,Thermal,,299.74,299.74,-,-,-,-,248,14,Ib Valley,,,Sundergarh,Odisha,India,South Asia,21.7451,83.8401,Exact,,,,,
M0709,Lanna Harita Coal Mine,,https://www.gem.wiki/Lana_Harita_coal_mine,,Operating,,,,Lanna Harita Indonesia,Lanna Resources Public Co.,Production,3.5,,Surface,Open Pit,,50,Estimate,Subbituminous,Thermal,,57.88,21.36,36.52,170.47,80.43,-,291.94,17,,Samarinda,,Kutai Kartanegara,East Kalimantan,Indonesia,South East Asia,-0.408137,117.258252,Exact,,,,1998,
M1086,Las Lajitas Coal Mine,Mina Las Lajitas,https://www.gem.wiki/Las_Lajitas_Mine,https://www.gem.wiki/Mina_Las_Lajitas,Proposed,Announced,New,,Corporación Venezolana de Minería,Corporación Venezolana de Minería,Capacity,1,,Surface,Open Pit,,50,Estimate,Subbituminous,Thermal,,-,-,-,-,-,-,-,,,Rafael Urdaneta,,,Aragua,Venezuela,Latin America,9.518954,-66.750943,Approximate,,,,TBD,
M0679,Lati Coal Mine,,https://www.gem.wiki/Lati_coal_mine,,Operating,,,,Berau Coal Energy,Berau Coal Energy,Production,10,,Surface,Open Pit,,50,Estimate,Subbituminous,Thermal,,101,-,-,-,-,-,540,10,Tarakan,Sambakungan,Gunung Tabur,Berau,East Kalimantan,Indonesia,South East Asia,2.219299,117.604699,Exact,Coal Plant,Banten Suralaya Power Station,https://www.gem.wiki/Banten_Suralaya_power_station,1995,
M0680,LCP Coal Mine,"Astri mine, PCN mine",https://www.gem.wiki/Lestari_Cipta_Persada_coal_mine,,Operating,,,,Lestari Cipta Persada,Astring Mining Resources and Proling Cipta Nusantara,Production,7.2,,Surface,Open Pit,3.70,50,Estimate,Subbituminous,Thermal,,90,-,-,-,-,-,-,13,Barito,,,Tanah Bumbu,South Kalimantan,Indonesia,South East Asia,-3.422497,116.0001,Approximate,Coal Plant,PT PLN,https://www.gem.wiki/Perusahaan_Listrik_Negara,2008,
M1036,Leer Coal Mine,,https://www.gem.wiki/Leer_coal_mine,,Operating,,,,Arch Resources,Arch Resources,Production,3.1,3.4,Underground,Longwall,,446,Estimate,Bituminous,Met,,45.64428312,-,-,-,-,-,-,15,Appalachia,,Barbour,,West Virginia,United States,US & Canada,39.340407,-79.975285,Exact,,,,,
